,Unnamed: 0,id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,diff_rating,abs_diff_rating,higher_rating,higher_rating_won,higher_rating_coded,white_higher_rated,result
4711,4711,3ysSReoe,True,1478440000000.0,1478450000000.0,3,resign,white,10+0,s1h3a1s0,1848,stve400231,1873,e4 e5 Nf3,C40,King's Knight Opening,3,-25,25,black,0,0,0,0
4738,4738,fehuaLTD,True,1470920000000.0,1470920000000.0,2,outoftime,black,10+15,irishockey,1633,emadahmed,1287,e4 e5,C20,King's Pawn Game,2,346,346,white,0,1,1,0
4755,4755,uxB4EezK,True,1498070000000.0,1498070000000.0,9,resign,white,10+0,cunha25,1455,jayblackington,1177,e4 e5 Nf3 Nc6 Bc4 Nge7 Ng5 h6 Nxf7,C50,Italian Game,5,278,278,white,1,1,1,2
4795,4795,7Z4DZf68,False,1502120000000.0,1502120000000.0,5,resign,white,5+8,balan,1505,william_james_sidis,1500,e4 Nc6 d4 e6 Nf3,B00,King's Pawn Game: Nimzowitsch Defense,3,5,5,white,1,1,1,2
4796,4796,b9SIcVDM,False,1500990000000.0,1500990000000.0,7,resign,white,15+0,eden7644,1613,william_james_sidis,1500,e4 d5 e5 e6 d4 f5 exf6,C02,French Defense: Advance Variation #3,5,113,113,white,1,1,1,2
4885,4885,RZDzALCh,True,1477690000000.0,1477690000000.0,2,draw,draw,180+0,zoro94,1646,ammanian,1696,d4 Nf6,A45,Indian Game,2,-50,50,black,0,0,0,1
4972,4972,AnnJL7OC,True,1469700000000.0,1469700000000.0,4,resign,black,6+8,chesspolio,1645,a-devi,1679,e4 c5 Nf3 d6,B50,Sicilian Defense,4,-34,34,black,1,0,0,2
5016,5016,MV0y5hTy,True,1463960000000.0,1463960000000.0,4,resign,black,10+0,q_ban,1650,ramso101,1895,e3 e5 Nf3 e4,A00,Van't Kruijs Opening,1,-245,245,black,1,0,0,2
5149,5149,BUu4DECY,False,1471020000000.0,1471020000000.0,2,outoftime,black,15+0,fdutka,1500,krishchennai93,1586,e4 e5,C20,King's Pawn Game,2,-86,86,black,1,0,0,2
5174,5174,3LoBtHP8,True,1466380000000.0,1466380000000.0,2,outoftime,black,10+5,shibikoko,1392,blokh1n,1183,d4 d5,D00,Queen's Pawn Game,2,209,209,white,0,1,1,0
5361,5361,Zvyx5Mpt,False,1497460000000.0,1497460000000.0,8,resign,white,20+0,pareshshel,1371,burks,1016,d4 Nf6 Bf4 Nc6 e3 e5 Bxe5 Ne4,A45,Indian Game,2,355,355,white,1,1,1,2
5376,5376,oQviWdet,True,1481600000000.0,1481600000000.0,2,outoftime,black,15+15,burks,1034,somerandomguy23,1353,Nf3 Nf6,A04,Reti Opening #2,2,-319,319,black,1,0,0,2
5547,5547,GHDD6TVr,False,1498890000000.0,1498890000000.0,4,resign,white,25+0,dersonx,1589,frankie0909,1739,e4 c5 Nf3 d6,B50,Sicilian Defense,4,-150,150,black,0,0,0,0
5615,5615,nLRYvkJb,True,1460240000000.0,1460240000000.0,9,resign,white,9+0,heyjujube,1443,astueven7,1291,e3 c5 c3 d6 d4 Qa5 Qh5 cxd4 Qxa5,A00,Van't Kruijs Opening,1,152,152,white,1,1,1,2
5751,5751,Vvyhb9TR,True,1502630000000.0,1502630000000.0,6,resign,black,7+3,eche777,1344,gabigs,1221,d4 d5 e3 Nf6 Nf3 Nc6,D04,Queen's Pawn Game: Colle System,5,123,123,white,0,1,1,0
5831,5831,MHS8nIkb,False,1459630000000.0,1459630000000.0,2,resign,white,5+5,runcrazex,2270,hh88,1962,d4 e5,A40,Englund Gambit,2,308,308,white,1,1,1,2
5856,5856,heTz3GrU,False,1458760000000.0,1458770000000.0,5,outoftime,white,180+0,grundlesniffer,1370,tomo1997,1500,d4 e5 e3 Bb4+ c3,A40,Englund Gambit Declined |  Reversed French,3,-130,130,black,0,0,0,0
5884,5884,kj9H0Xnm,True,1478230000000.0,1478230000000.0,2,outoftime,black,10+0,kellyclarkson,1381,andicanrac,1651,e4 c5,B20,Sicilian Defense,2,-270,270,black,1,0,0,2
5895,5895,cX7tWS2B,True,1457980000000.0,1457980000000.0,7,mate,white,9+0,siculus,1476,ethanherman911,1500,e4 e5 Bc4 Bc5 Qf3 Na6 Qxf7#,C20,Bishop's Opening: Boi Variation,4,-24,24,black,0,0,0,0
5921,5921,BfmWE0ft,True,1457900000000.0,1457900000000.0,3,resign,white,10+2,ekinsler,1329,jackydawg,1547,d4 f6 e4,A40,Queen's Pawn,1,-218,218,black,0,0,0,0
5922,5922,dFRyR3eo,True,1457900000000.0,1457900000000.0,9,resign,white,15+10,jackydawg,1541,hvaersjakk,1277,e4 e5 Nf3 d5 Nxe5 dxe4 Bc4 Bd6 Nxf7,C40,Elephant Gambit,4,264,264,white,1,1,1,2
5958,5958,1Mn64gHN,False,1479960000000.0,1479960000000.0,2,resign,black,15+15,releasethebats,2156,apple99,2476,d4 d5,D00,Queen's Pawn Game,2,-320,320,black,1,0,0,2
6079,6079,znKLI2KX,True,1460060000000.0,1460060000000.0,3,resign,white,10+13,timan22400,1515,bunnyloverto,1412,e4 b6 Bc4,B00,Owen Defense,2,103,103,white,1,1,1,2
6192,6192,jWyV8cMm,True,1459810000000.0,1459810000000.0,7,resign,white,10+0,donutsaredelish,1842,alexkhan021,1703,e4 d5 exd5 Qxd5 Nc3 Nc6 Nxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,139,139,white,1,1,1,2
6234,6234,EBAZeafV,True,1454620000000.0,1454620000000.0,7,resign,white,20+3,amorim,1322,true_god,1142,e4 Nf6 Nc3 Nc6 Nf3 e5 Bc4,C46,Four Knights Game: Italian Variation,7,180,180,white,1,1,1,2
6298,6298,hkkLApVi,True,1454800000000.0,1454800000000.0,7,mate,white,7+3,lightfoot,1230,lilbigjay,1170,e4 c6 Bc4 Na6 Qh5 h6 Qxf7#,B00,Caro-Kann Defense: Hillbilly Attack,3,60,60,white,1,1,1,2
6419,6419,q4p3b940,True,1453860000000.0,1453860000000.0,3,resign,white,5+10,james225,1359,dpoty,1401,e4 e5 f4,C30,King's Gambit,3,-42,42,black,0,0,0,0
6483,6483,dyDPGGQF,False,1458510000000.0,1458510000000.0,2,resign,black,15+0,mahmoud_safyan,1649,doomchess,1703,e4 e5,C20,King's Pawn Game,2,-54,54,black,1,0,0,2
6484,6484,u3HuYG0d,False,1458510000000.0,1458510000000.0,3,resign,white,15+0,doomchess,1703,mahmoud_safyan,1649,e4 e5 Nf3,C40,King's Knight Opening,3,54,54,white,1,1,1,2
6492,6492,Vx21Arnp,False,1458480000000.0,1458480000000.0,9,resign,white,6+15,georgethes,1670,mahmoud_safyan,1577,e4 e5 f4 exf4 Nf3 h6 Bc4 Nc6 d4,C34,King's Gambit Accepted |  Becker Defense,6,93,93,white,1,1,1,2
6506,6506,qbXm6cxG,True,1453000000000.0,1453000000000.0,2,resign,black,25+1,a55s72,1670,ak6664,1345,f4 c6,A02,Bird Opening,1,325,325,white,0,1,1,0
6516,6516,w9b2tcka,False,1502450000000.0,1502450000000.0,8,resign,white,20+20,mehmetali_t,1518,sudebala,1760,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4,C47,Four Knights Game: Scotch Variation Accepted,8,-242,242,black,0,0,0,0
6518,6518,SL1o1reb,False,1502450000000.0,1502450000000.0,8,resign,white,20+20,mehmetali_t,1518,sollagan,1368,e4 e5 Nf3 f5 exf5 d6 Bd3 Nf6,C40,Latvian Gambit Accepted,5,150,150,white,1,1,1,2
6521,6521,Ic6srxxl,False,1502450000000.0,1502450000000.0,8,draw,draw,20+25,mehmetali_t,1518,kadirkv,1875,e4 e6 d4 d5 e5 c5 c3 Nc6,C02,French Defense: Advance Variation,8,-357,357,black,0,0,0,1
6524,6524,CfOx08mu,False,1502450000000.0,1502450000000.0,5,resign,white,20+60,a_arda_y,1500,mehmetali_t,1518,e4 e5 Nf3 Nc6 Bb5,C60,Ruy Lopez,5,-18,18,black,0,0,0,0
6675,6675,f5Us4BuT,False,1452390000000.0,1452390000000.0,2,resign,black,8+0,wblake66,2021,tony995,1949,e4 e5,C20,King's Pawn Game,2,72,72,white,0,1,1,0
6686,6686,ONp4KGhI,True,1478470000000.0,1478470000000.0,9,mate,white,10+0,houseof,1286,smartguy101,1067,e3 e5 d4 d6 Bc4 Nc6 Qf3 h5 Qxf7#,A40,Englund Gambit Declined |  Reversed French,3,219,219,white,1,1,1,2
6801,6801,q8yflvqV,False,1479840000000.0,1479840000000.0,5,outoftime,white,15+0,hugodrx,1500,dhernandez101,1418,e3 e5 c3 d5 Bb5+,A00,Van't Kruijs Opening,1,82,82,white,1,1,1,2
6811,6811,N0o4EuDt,True,1478300000000.0,1478300000000.0,9,resign,white,6+5,dhernandez101,1430,marathoner11,1187,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Ke7 Nxf7,C57,Italian Game: Two Knights Defense |  Knight Attack,7,243,243,white,1,1,1,2
6894,6894,88qG4Kxf,False,1504090000000.0,1504090000000.0,5,resign,black,10+5,sirtetris,2055,thawinter,2036,Nf3 Nf6 Nc3 d5 d4,A04,Reti Opening #2,2,19,19,white,0,1,1,0
6920,6920,l9eKM738,False,1479690000000.0,1479690000000.0,9,resign,white,25+0,almachess,1628,jamesrob0t123,1869,d4 Nf6 d5 e6 dxe6 fxe6 Bg5 Be7 c3,A45,Indian Game: Pawn Push Variation,3,-241,241,black,0,0,0,0
6929,6929,bRqbt11Q,True,1452990000000.0,1452990000000.0,6,resign,black,20+40,mangonian,1141,ivanbus,1328,e4 e5 Nf3 Nc6 d4 Nf6,C44,Scotch Game,5,-187,187,black,1,0,0,2
6956,6956,9Ih9CYkE,False,1451420000000.0,1451420000000.0,9,resign,black,10+10,ivanbus,1278,marckflow,1135,e4 d5 Qf3 d4 Bc4 Nf6 c3 Bg4 Qf5,B01,Scandinavian Defense,2,143,143,white,0,1,1,0
6968,6968,zr63v9Rk,True,1452620000000.0,1452620000000.0,9,resign,white,15+0,marcosaba,2181,aqwert,2327,e4 d5 d4 dxe4 Nc3 e6 Nxe4 Nc6 c3,C10,French Defense: Rubinstein Variation,6,-146,146,black,0,0,0,0
7115,7115,GwMVZKIQ,True,1504400000000.0,1504410000000.0,3,draw,draw,5+8,charkie,1292,tahastanly,1339,d4 d5 e3,D00,Queen's Pawn Game #2,3,-47,47,black,0,0,0,1
7229,7229,BUIyhN4x,True,1504150000000.0,1504150000000.0,4,resign,black,10+0,messiosousa,1425,chez91,1525,d4 d5 e4 dxe4,D00,Blackmar-Diemer Gambit,3,-100,100,black,1,0,0,2
7276,7276,iDcnvGeV,False,1503370000000.0,1503370000000.0,4,resign,white,10+0,dat_coo82,1565,dipset,1453,e4 a6 g3 c6,B00,St. George Defense,2,112,112,white,1,1,1,2
7439,7439,615NKUYx,True,1480570000000.0,1480570000000.0,7,outoftime,white,5+8,thatguythatistr,1549,sayul,1344,d4 e5 dxe5 c5 e3 Qa5+ Bd2,A40,Englund Gambit,2,205,205,white,1,1,1,2
7451,7451,AZm8oHjW,True,1447440000000.0,1447440000000.0,9,resign,white,12+3,civata,1422,hockeytv,1065,e4 e5 Qh5 g6 Qxe5+ Be7 Qxh8 Bf8 Qxg8,C20,King's Pawn Game: Wayward Queen Attack,3,357,357,white,1,1,1,2
7454,7454,2megnvKB,True,1447430000000.0,1447430000000.0,6,resign,black,10+0,hockeytv,1102,whynot46,1323,e3 e5 Bc4 Nf6 Qh5 Nxh5,A00,Van't Kruijs Opening,1,-221,221,black,1,0,0,2
7529,7529,CNXZuGKF,True,1477140000000.0,1477140000000.0,4,resign,black,15+0,iklit,1141,hamidreza,1358,d4 d5 e4 dxe4,D00,Blackmar-Diemer Gambit,3,-217,217,black,1,0,0,2
7530,7530,jhMjICvx,True,1477140000000.0,1477140000000.0,7,resign,white,15+0,hamidreza,1353,iklit,1148,e4 e5 Qh5 g6 Qxe5+ Qe7 Qxh8,C20,King's Pawn Game: Wayward Queen Attack,3,205,205,white,1,1,1,2
7602,7602,B2bRaocj,False,1484260000000.0,1484260000000.0,4,mate,black,10+2,kreedome,1500,flawed,1829,f4 e5 g4 Qh4#,A02,Bird Opening: From's Gambit,2,-329,329,black,1,0,0,2
7651,7651,pV18ADPQ,False,1445090000000.0,1445090000000.0,4,draw,draw,150+8,willoh101,1505,flaizhen,1500,d4 d5 Nc3 Nf6,D01,Queen's Pawn Game: Chigorin Variation,4,5,5,white,0,1,1,1
7733,7733,1vLLQBh7,True,1476380000000.0,1476380000000.0,8,resign,black,10+0,b6a8h,1576,vastas,1636,b4 d5 g3 e5 Bg2 Nf6 Nc3 Bxb4,A00,Hungarian Opening: Buecker Gambit,5,-60,60,black,1,0,0,2
7734,7734,zK5lfj6K,True,1476380000000.0,1476380000000.0,8,mate,black,10+0,b6a8h,1593,pspsps12,1348,c4 e5 Nc3 Bc5 g3 Qf6 Bg2 Qxf2#,A21,English Opening: King's English Variation |  Reversed Sicilian,3,245,245,white,0,1,1,0
7771,7771,DZsimp1h,True,1443350000000.0,1443350000000.0,3,resign,white,15+0,leptiantdu29,815,xamio,982,e4 e5 Nf3,C40,King's Knight Opening,3,-167,167,black,0,0,0,0
7777,7777,LU9gpaJJ,True,1443060000000.0,1443060000000.0,9,mate,white,15+8,elboukak,1240,xamio,982,e4 c5 Bc4 g6 Qf3 Nf6 e5 Nh5 Qxf7#,B20,Sicilian Defense: Bowdler Attack,3,258,258,white,1,1,1,2
7875,7875,jIaBCQzI,True,1502640000000.0,1502640000000.0,7,resign,white,10+0,angel2006,1858,majstor2650,1718,e4 c5 Nf3 Nc6 c3 c4 Bxc4,B30,Sicilian Defense: Old Sicilian,4,140,140,white,1,1,1,2
7895,7895,5QrJWd8l,True,1442930000000.0,1442930000000.0,5,draw,draw,10+0,hebi,1357,flo_fox,1471,e4 d5 Nf3 dxe4 Nh4,A06,Zukertort Opening: Tennison Gambit,3,-114,114,black,0,0,0,1
7918,7918,TjurH9Gx,False,1448580000000.0,1448670000000.0,2,outoftime,black,15+0,slimes1,1500,baccola89,1382,d4 d5,D00,Queen's Pawn Game,2,118,118,white,0,1,1,0
8249,8249,fIXngSRy,False,1438640000000.0,1438640000000.0,3,outoftime,white,10+0,reredeg,1102,killoilll,1069,e4 d5 Qf3,B01,Scandinavian Defense,2,33,33,white,1,1,1,2
8258,8258,oAjzLYGR,True,1438300000000.0,1438300000000.0,7,resign,white,5+8,ali_zarrabi,1286,little-fox,1225,e3 e5 Qh5 g6 Qxe5+ Be7 Qxh8,A00,Van't Kruijs Opening,1,61,61,white,1,1,1,2
8389,8389,u26bXYrF,True,1481000000000.0,1481000000000.0,7,resign,white,10+0,youralterego,2262,thesofaking,2037,c4 e5 Nc3 Nf6 Nf3 Nc6 e3,A28,English Opening: King's English Variation |  Four Knights Variation |  Quiet Line #3,7,225,225,white,1,1,1,2
8399,8399,NGE2umJp,False,1434980000000.0,1434980000000.0,2,resign,white,20+10,primate,1049,isuckatchess91,1275,e3 d5,A00,Van't Kruijs Opening,1,-226,226,black,0,0,0,0
8444,8444,fjuG3DFA,True,1435390000000.0,1435390000000.0,2,resign,black,5+8,anudeep_nani1501,1430,tjchess,1366,e4 e6,C00,French Defense #2,2,64,64,white,0,1,1,0
8666,8666,gf3KHIbR,False,1440760000000.0,1440770000000.0,2,resign,black,15+5,alpervsmagnus,1401,jonas12,1612,e4 d6,B07,Pirc Defense #4,2,-211,211,black,1,0,0,2
8694,8694,HsiY9WRG,True,1436130000000.0,1436130000000.0,4,outoftime,black,5+8,wave_wall,1543,nederlander2,1466,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4,77,77,white,0,1,1,0
8802,8802,lNjpZ80C,True,1486920000000.0,1486920000000.0,3,resign,white,8+10,valeriy56,1639,jennywooz,1504,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3,135,135,white,1,1,1,2
8808,8808,Y9ZuB73w,True,1426890000000.0,1426890000000.0,6,outoftime,black,4+8,heydar,1966,zubajda,1616,e4 e5 Nf3 Nc6 Bb5 Nge7,C60,Ruy Lopez: Cozio Defense,6,350,350,white,0,1,1,0
8811,8811,IZMTlSvo,False,1491510000000.0,1491510000000.0,4,draw,draw,20+60,coachaleks,1992,apostolov,1811,e4 a6 Nf3 Nc6,B00,St. George Defense,2,181,181,white,0,1,1,1
8835,8835,6g8kXohd,True,1479600000000.0,1479600000000.0,8,resign,white,13+12,tidalbutt,1403,hanscha5613,1388,e4 Nc6 d4 Nf6 d5 Nd4 Qxd4 d6,B00,King's Pawn Game: Nimzowitsch Defense,3,15,15,white,1,1,1,2
8849,8849,B9edNYCM,True,1478890000000.0,1478890000000.0,8,draw,draw,15+15,maxim2009,1518,tidalbutt,1431,e4 d6 Bb5+ c6 Bc4 g6 Nc3 Bg7,B07,Pirc Defense #4,2,87,87,white,0,1,1,1
8871,8871,AZQS1PsZ,True,1424730000000.0,1424730000000.0,3,draw,draw,7+6,lumil,1880,justanotherguy321,1886,e4 e5 Bc4,C23,Bishop's Opening,3,-6,6,black,0,0,0,1
8876,8876,Q7T4S4nH,True,1426820000000.0,1426820000000.0,3,draw,draw,10+2,alex_22,1563,salmonfish,1396,e4 e5 Nf3,C40,King's Knight Opening,3,167,167,white,0,1,1,1
8981,8981,ONUQ8gPQ,True,1495180000000.0,1495180000000.0,3,draw,draw,10+0,abdel19,1677,nullbyte,1716,d4 c6 c4,A40,Queen's Pawn,1,-39,39,black,0,0,0,1
9081,9081,22tW8ArG,False,1423500000000.0,1423500000000.0,5,outoftime,white,11+7,xadji,1706,bdeathkiller,1402,a3 Nc6 e4 d6 Nc3,A00,Anderssen Opening,1,304,304,white,1,1,1,2
9083,9083,puTB7LWh,True,1422480000000.0,1422480000000.0,5,resign,white,3+9,bdeathkiller,1348,poorgen,1545,Nh3 Na6 Na3 Nh6 f4,E00,Amar Opening,1,-197,197,black,0,0,0,0
9106,9106,Kvs4ElAL,False,1436880000000.0,1436880000000.0,4,resign,white,10+10,dr_king_schultz,1775,gomex,1514,f3 e5 g4 d5,A00,Gedult's Opening,1,261,261,white,1,1,1,2
9182,9182,snbBQo3U,True,1421160000000.0,1421160000000.0,7,mate,white,20+8,mateushn,1350,theking1234,1500,e4 e5 Qf3 Nf6 Bc4 Nxe4 Qxf7#,C20,King's Pawn Game: Napoleon Attack,3,-150,150,black,0,0,0,0
9256,9256,hJ3orVeR,False,1419980000000.0,1419980000000.0,3,resign,white,15+5,bqfun,1500,acuadros,1500,e4 c5 Nc3,B23,Sicilian Defense: Closed Variation,3,0,0,same,0,0,0,0
9257,9257,4T31cYDX,True,1504010000000.0,1504010000000.0,9,resign,white,10+0,kosior,1581,vzg100,1631,e4 e5 Nf3 Nf6 Bc4 h6 Nxe5 d6 Nxf7,C42,Russian Game: Urusov Gambit,5,-50,50,black,0,0,0,0
9286,9286,cr5iuIrQ,True,1425390000000.0,1425390000000.0,3,outoftime,white,6+8,dmka,1362,arfhan,1265,e4 d5 e5,B01,Scandinavian Defense,2,97,97,white,1,1,1,2
9287,9287,cr5iuIrQ,True,1425385753435.0,1425386308759.0,3,outoftime,white,6+8,dmka,1362,arfhan,1265,e4 d5 e5,B01,Scandinavian Defense,2,97,97,white,1,1,1,2
9337,9337,XDKSUJSm,True,1446782057445.0,1446782110254.0,9,resign,white,5+5,kaspolsen2000,1392,improbablyhigh,1483,e4 c5 Nf3 g6 d4 cxd4 Qxd4 Bg7 Qxg7,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5,-91,91,black,0,0,0,0
9349,9349,lYEg18Ip,False,1430193948266.0,1430193986328.0,4,resign,white,5+8,hadikhan,1500,improbablyhigh,1479,e3 d6 Qf3 c6,A00,Van't Kruijs Opening,1,21,21,white,1,1,1,2
9416,9416,Uiq79Uha,True,1421057420135.0,1421057453165.0,7,mate,white,8+0,samyaksingh,1271,salosalo1,1130,e4 e5 Qh5 Bc5 Bc4 Bb4 Qxf7#,C20,King's Pawn Game: Wayward Queen Attack,3,141,141,white,1,1,1,2
9443,9443,otdzaTLb,False,1419292305826.0,1419292427446.0,3,resign,white,35+15,eric_s,1240,blazzika,1161,e4 e5 Nf3,C40,King's Knight Opening,3,79,79,white,1,1,1,2
9521,9521,rZDhnp9r,True,1399448875625.0,1399448940534.0,4,resign,white,180+180,qwertygotousakorea,1240,qwertygotousakorea,1240,e4 e5 f3 d5,C20,King's Pawn Game: King's Head Opening #2,3,0,0,same,0,0,0,0
9569,9569,wyq18DYh,False,1416777530669.0,1416779237812.0,2,outoftime,black,18+18,tetra,1500,ramin6009,1500,e4 c5,B20,Sicilian Defense,2,0,0,same,0,0,0,0
9608,9608,RuHlwQEe,True,1416239685161.0,1416239692770.0,2,outoftime,black,0+16,yht,2073,masterbigsuff,2257,e4 d5,B01,Scandinavian Defense,2,-184,184,black,1,0,0,2
9609,9609,qyyJeVj8,True,1416239592833.0,1416239620816.0,4,outoftime,black,0+16,yht,2104,masterbigsuff,2081,e4 d5 f4 e6,A03,Bird Opening: Williams Gambit,3,23,23,white,0,1,1,0
9728,9728,ZeqBvl9X,True,1420225202349.0,1420225222159.0,3,resign,white,10+0,tobinn,1146,kraloyun,996,e4 e6 d4,C00,French Defense: Normal Variation,3,150,150,white,1,1,1,2
9738,9738,SayF8QDM,True,1414352830082.0,1414352844033.0,2,resign,black,5+8,superozgur,1500,ozguragarr,1246,e4 e5,C20,King's Pawn Game,2,254,254,white,0,1,1,0
9881,9881,9SEHpnaw,True,1412976400624.0,1412977790408.0,6,outoftime,black,15+0,pooperic,1101,eolo999,1478,a4 Nf6 e4 d6 e5 dxe5,A00,Ware Opening,1,-377,377,black,1,0,0,2
9885,9885,xUUxUYCT,True,1412949275116.0,1412949295533.0,3,resign,white,10+0,newbieee,1236,pooperic,1150,e4 b5 d3,B00,King's Pawn,1,86,86,white,1,1,1,2
9888,9888,ihi2tt2Y,True,1412863352616.0,1412863603619.0,9,resign,white,10+8,pooperic,1099,denisoc,1290,e3 e5 f4 c6 fxe5 Na6 e6 dxe6 g4,A00,Van't Kruijs Opening,1,-191,191,black,0,0,0,0
9889,9889,TdvWu2Vv,True,1412863290996.0,1412863323768.0,6,mate,black,10+8,pooperic,1139,denisoc,1283,g4 e5 f3 c6 f4 Qh4#,A00,Grob Opening,1,-144,144,black,1,0,0,2
9895,9895,sW0HQVBS,True,1412818400113.0,1412818712485.0,2,outoftime,black,5+5,pooperic,988,morochia,1056,a4 e5,A00,Ware Opening,1,-68,68,black,1,0,0,2
9985,9985,G5jWICP0,True,1476714312435.0,1476714319428.0,2,resign,black,180+180,drakon1,943,chiggen,1319,e3 c5,A00,Van't Kruijs Opening,1,-376,376,black,1,0,0,2
9986,9986,Na0lOd95,True,1476714295278.0,1476714300317.0,2,resign,white,180+180,chiggen,1306,drakon1,953,e4 d6,B07,Pirc Defense #4,2,353,353,white,1,1,1,2
9987,9987,X1hUH5gY,True,1476714281611.0,1476714287189.0,2,resign,white,180+180,chiggen,1291,drakon1,965,e4 d5,B01,Scandinavian Defense,2,326,326,white,1,1,1,2
9988,9988,F8Gembza,True,1476714263648.0,1476714272745.0,2,resign,white,180+180,chiggen,1271,drakon1,979,e4 d5,B01,Scandinavian Defense,2,292,292,white,1,1,1,2
9992,9992,Ni9zp6Gh,True,1409060655170.0,1409060730826.0,9,mate,white,20+0,boord,1393,dakotarain,1195,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qf3 d6 Qxf7#,C42,Russian Game: Damiano Variation,6,198,198,white,1,1,1,2
10004,10004,xemwuhlw,False,1379370152288.0,1379370211903.0,7,resign,white,8+5,kamilahhuds,1023,charles8,879,e4 e5 c4 Qh4 Nf3 Qxe4+ Be2,C20,English Opening: The Whale,3,144,144,white,1,1,1,2
10030,10030,I0oc64kV,True,1408734462123.0,1408734510123.0,3,resign,white,5+8,-mati-,1252,astronautearl101,1168,e4 f6 Qh5+,B00,Barnes Defense,2,84,84,white,1,1,1,2
10051,10051,an552HaC,True,1416467254907.0,1416467845535.0,9,outoftime,white,9+1,hishamtheman,1144,bashmack38,1226,d4 c5 e4 Qa5+ Bd2 Qb6 Nc3 Qb5 Bxb5,B21,Sicilian Defense: Smith-Morra Gambit #2,3,-82,82,black,0,0,0,0
10057,10057,zrV9d7AV,True,1411960308075.0,1411960317445.0,2,resign,black,5+17,amazing-grace,1358,chessderek,1726,e3 e6,A00,Van't Kruijs Opening,1,-368,368,black,1,0,0,2
10058,10058,bZG3mAdD,True,1411960297006.0,1411960306274.0,2,resign,white,5+17,chessderek,1720,amazing-grace,1405,e3 e6,A00,Van't Kruijs Opening,1,315,315,white,1,1,1,2
10059,10059,IzxQJHvr,True,1411960271605.0,1411960295263.0,2,resign,black,5+17,amazing-grace,1500,chessderek,1713,e4 b6,B00,Owen Defense,2,-213,213,black,1,0,0,2
10061,10061,qpo9FDuq,True,1408131255340.0,1408131306935.0,4,resign,white,10+0,howichok,1448,julieana,1181,d4 Nh6 d5 g6,A40,Queen's Pawn,1,267,267,white,1,1,1,2
10062,10062,zgl3WrtY,True,1408129912862.0,1408130538299.0,7,outoftime,white,10+0,lish,1573,julieana,1403,e4 g6 Bc4 Bh6 Ne2 f6 Bxg8,B06,Modern Defense,2,170,170,white,1,1,1,2
10065,10065,v7YcjSBD,True,1408129384077.0,1408129873075.0,3,outoftime,white,8+10,hector59john,1842,julieana,1500,e4 f6 Bc4,B00,Barnes Defense,2,342,342,white,1,1,1,2
10067,10067,p9ZulUSV,True,1408129117743.0,1408129532190.0,5,outoftime,white,6+7,hersil,1853,julieana,1500,e4 Nh6 d4 Na6 Nf3,B00,Hippopotamus Defense #2,2,353,353,white,1,1,1,2
